cv1,cv2,cv3,cv4,cv5
1485,1310,7030,178,1924
3803,3863,2569,3805,2658
4595,3041,6512,6634,970
7475,6780,5199,6958,2633
7343,1179,7456,3448,1728
161,3156,6208,3165,6565
703,6664,2742,1464,2403
3158,229,2076,5044,2219
5022,7426,2113,924,2593
4451,6567,6381,429,2641
2505,2267,99,4456,1872
576,2206,1904,3753,1325
2650,2484,1038,7135,2051
3120,272,4848,5628,6903
4975,6689,6944,7278,6736
1219,1267,6912,6557,7307
3221,4343,6996,4556,4812
7116,1005,7100,1066,1723
6894,5520,7082,2494,1299
3935,7015,6449,6046,1651
1962,4593,6152,6891,4135
1099,6363,3900,7102,6523
3239,2457,4914,7359,6180
5266,7051,1338,7170,6300
2001,372,4352,4368,5310
6304,2706,4406,1972,1335
6138,1297,3649,5689,5478
3577,4683,5030,2920,4320
2310,5599,6131,5894,7022
1772,5541,4841,2642,3487
1004,5232,6989,4288,1273
1340,6395,4708,4598,3348
2751,7037,6579,2041,1977
746,2109,4670,5306,205
2974,3407,6624,5735,6973
2910,3744,173,863,3519
707,5476,7427,5158,5941
5100,1607,3728,2760,6127
1208,122,7194,3153,3932
1483,4564,505,5479,7229
2765,21,1373,6384,1268
6986,5795,5812,5702,1685
5038,4003,1688,1211,6885
3332,5868,186,416,2015
2996,806,475,2659,3991
1555,5627,7268,523,3150
1596,7470,6206,6547,1075
452,2299,3358,6392,2421
5319,2035,118,6362,4384
5652,4940,616,2718,800
3293,5399,5396,2691,4737
5578,7248,694,6795,3599
6201,3311,1178,6100,6836
6925,2531,6932,5316,1973
476,3485,4624,5712,2043
1525,1024,827,3037,5011
266,510,5225,4405,4881
2612,177,2594,7251,3717
5005,6174,3762,3545,4440
70,2326,5427,1366,3821
4055,2841,3126,293,6970
5194,4036,5075,507,1217
4922,4425,1784,2461,5200
5931,4473,2805,1674,40
3146,4675,4802,5305,4817
445,2588,695,7483,5751
5487,3337,2336,6062,2240
59,3550,5840,5844,3038
3533,1200,6149,3322,5769
2243,3582,1886,6856,1769
7453,6468,5368,3035,1519
3967,1960,7254,3766,2796
4798,158,4905,1403,3411
6859,867,3985,2600,97
1236,3572,5416,4111,3449
5915,7090,307,1696,3497
864,3797,1597,4904,4768
1786,5713,2456,2289,4764
5064,5401,5717,1625,333
5174,4592,316,1457,4734
1756,6018,301,3069,1537
994,5074,1168,5874,6959
6991,6758,3755,61,324
7309,6352,6805,4247,1706
6020,721,1546,2062,3761
1388,534,1466,1775,1079
2104,628,7344,6569,3574
2152,7209,317,275,2238
5867,2979,2583,27,2436
4132,6622,6295,2973,2620
1865,5860,6306,550,412
1402,2872,1184,4652,1634
1833,2995,2055,7210,1561
1452,4119,938,4979,5510
7347,6940,3473,1129,2477
3418,3271,5372,5813,3386
7297,4316,4325,6105,4507
2970,4062,2869,4181,7291
3695,1881,6006,5960,4772
2312,4947,823,6764,6458
5918,486,3584,7149,3024
7339,6402,4733,3764,5642
1691,1119,4486,212,3400
4169,4080,2876,5049,6436
3616,6484,2467,3236,2067
1644,1802,7402,5548,2278
537,5645,2354,6683,5143
3825,4534,1252,1161,5398
2174,6857,1632,6432,6379
2848,5577,7361,5779,1053
2976,3066,4213,5452,5176
2086,4497,4957,1223,5533
3829,5227,6066,151,3072
714,1501,484,7069,4681
6519,4700,2353,3159,402
7173,490,4238,835,4773
3036,6269,7261,5691,2498
5021,6854,4970,6831,2792
3409,3788,2000,2671,7283
4834,5223,3614,3118,2539
973,2832,3527,2702,4863
4374,6237,7166,5094,5203
7293,1107,3265,154,964
6980,4005,790,795,1039
4745,3474,6160,3773,2264
5045,893,4967,3491,3982
2280,1307,968,165,6695
2705,7141,4995,1543,7455
2772,3191,378,2009,2155
5141,6476,2234,3566,3108
4438,5197,3475,5367,5028
6560,7326,3275,3637,6498
3232,6479,4776,4961,1033
6585,3402,1320,5285,2639
3470,7140,2568,5910,3669
4767,5778,1209,1579,2024
5265,941,5579,2622,245
7235,4203,4110,1214,2826
5934,2683,5293,6139,1820
3732,1909,5565,2338,6111
7152,2197,6864,6876,7365
3012,5446,6462,2173,5821
4234,5837,1940,2063,2741
56,2679,7046,4198,5719
3972,3056,7067,2492,7403
1279,3834,955,5260,5157
5215,1738,187,2886,4709
6082,6376,5342,6842,3283
7419,728,1097,2150,4432
4481,2129,2485,1135,7000
648,697,1663,2825,360
6812,1207,4545,3700,1531
5119,1326,520,4282,905
7068,713,4684,5668,6530
5311,6589,6378,5207,5014
4342,7341,323,2151,5345
3523,4953,4391,3193,5102
6118,3893,5724,4617,6759
5482,2885,4390,3980,5767
19,7057,6251,5205,5731
4504,3505,1351,4090,2785
6321,3174,3399,2361,3136
287,3138,1995,2315,2968
466,444,7405,6770,5112
498,3743,2214,3708,6445
1488,6256,2262,1293,164
2831,1559,2891,6967,392
341,6893,6264,4576,7482
2551,796,423,7304,2740
5198,2450,230,5880,3601
3388,3261,126,3030,2774
3770,5814,5678,5838,6599
6687,7478,2114,5466,5370
3053,2963,3904,1139,3063
844,3324,3438,6813,551
4997,7315,6905,1770,6578
6438,4866,1456,995,4808
5300,6783,5535,4158,7101
6501,2411,7202,303,5480
4613,5032,3631,464,298
6540,7281,1764,17,734
4760,1580,543,6032,3217
4126,4133,5681,5190,5003
4903,952,4467,592,5494
6457,1528,6938,2452,3373
3686,2800,4782,7050,5002
71,932,2416,1009,4855
6841,5057,1824,6040,4454
6167,6827,4548,1189,6
1611,6605,2545,4074,3353
567,3494,3667,5690,6845
6262,1429,1989,2082,1240
634,6653,2944,2851,5397
4277,4722,6888,2939,7390
4936,6447,2228,4378,6292
1884,1339,7099,2428,1070
6874,4902,4063,434,1879
4493,91,3636,855,1721
3460,1022,953,41,3657
4898,5145,5606,6771,799
2395,3054,125,273,7021
2013,4607,5023,6919,465
3098,627,5430,1681,3976
6509,1860,7114,5817,5488
2854,6094,2534,2111,467
4658,1581,1385,1558,7246
665,6628,6936,396,4360
49,3702,1839,6935,5239
1980,4024,1623,615,64
3308,1576,3718,3630,6209
4294,1059,457,3235,1549
3250,390,2048,4875,5793
101,5631,4019,1932,7342
399,80,1174,7463,5798
4142,6132,6399,5248,381
185,4703,6089,3184,570
4521,861,5447,6428,6177
4301,2577,5655,5725,3706
3357,6207,3784,4644,3880
621,3988,850,664,3087
4821,6315,4249,4380,2495
6080,1605,5079,1647,5251
1745,2717,5857,6562,4849
5459,5600,966,6784,4520
2512,3111,1944,1308,2858
309,489,297,2993,2125
1418,604,6175,2564,7059
6417,4089,4816,168,2624
876,1515,7081,2606,6192
1566,3422,1948,3720,4283
1997,2069,5684,3882,3077
3254,6558,2294,4292,2951
3842,818,5640,3019,5082
6282,7211,3304,4804,5183
2092,5233,531,365,1711
2812,1153,5554,515,2458
3879,3002,1807,5315,560
4509,5182,865,5424,4632
1124,4022,6838,411,58
6526,7186,5363,3671,5852
1548,85,1357,3589,2518
7111,4272,6705,5675,6506
3496,2475,1600,5220,6776
6644,2134,3109,4781,462
2883,7042,5238,4572,314
2162,2324,5334,3064,6151
32,4157,2360,2136,6107
1478,3097,4225,6656,4633
3216,208,4911,522,3014
330,2306,1574,5108,6466
375,6516,1687,6660,3563
554,4698,2530,1921,3229
6978,779,5858,4899,7177
4472,578,202,2079,2116
4651,4065,3780,7244,3565
6470,1147,2591,5591,4229
5441,5323,1985,6710,2937
1462,6618,7084,7298,738
1356,7356,845,5289,2222
6878,13,3721,6957,6241
3094,5126,762,5202,6581
6797,2528,6469,6751,3356
1730,6454,2370,4714,4977
644,5502,3006,6236,5110
7332,3018,2821,5877,3712
6141,1801,1943,1710,95
6659,2824,1856,6398,3471
4712,5989,1460,2900,717
1182,4411,656,6625,3395
2882,3674,4448,3482,6830
4580,5866,3042,2073,6821
4508,5415,1934,7467,184
5061,2096,1635,2010,7420
961,6198,195,6136,4608
1620,5196,7250,3920,7267
3249,3734,6367,142,5614
3252,6815,5428,3792,7355
2419,7366,3957,3091,7199
1018,4557,4505,1806,6930
2260,1180,4231,2911,5944
5777,5623,989,2928,6762
5275,3055,2704,4648,4140
5971,2196,280,5237,3969
6814,3909,4619,514,5243
3364,4750,4623,1371,6824
3444,88,2762,730,1857
788,1130,3723,4641,6701
1287,6172,1359,4819,1970
1390,831,4268,2766,2118
7027,2541,6246,6211,4319
2693,1244,7206,7040,6413
2889,6322,2302,2860,7115
2081,4540,1982,2807,591
4096,4051,2713,6753,6067
5058,6951,7172,1986,1228
3516,4453,7234,708,2185
1827,6372,4695,4021,7317
7277,6135,47,3804,1295
4694,4927,5496,1494,10
4853,3251,5919,3116,433
2955,4152,6916,5999,3298
3748,4532,6706,5413,4907
2933,1050,2923,5151,6518
6011,632,4270,1281,6684
7245,7422,4461,6969,5782
4452,3032,1071,3123,5806
1645,1534,7127,2601,2286
856,291,1064,3082,6861
2142,4627,2978,4778,1237
4371,7007,6423,7438,3483
2144,22,7282,2830,4958
6747,6904,4731,6407,2726
407,1599,7436,5166,2983
5307,218,1689,3182,1210
873,7348,2023,321,2929
5162,3119,1381,3551,2356
3162,337,4872,2754,4232
663,6057,2424,613,4455
7336,2037,1477,3370,3778
4730,7358,3543,5109,3541
3372,7193,1298,6582,3047
3431,975,956,4134,2759
618,2675,4480,5390,3922
3836,4026,6421,3445,526
2398,2011,582,1788,150
1149,4484,6641,4787,6728
2874,839,5604,3933,415
684,1753,1750,4660,2750
6205,6840,524,6574,253
3198,763,1789,7213,3481
2126,5336,4656,6083,4196
3045,5913,5356,6696,7302
2455,1602,5939,141,4943
7388,2873,340,6950,3242
3628,919,7480,741,6948
3211,5422,598,6433,6299
506,5515,1382,5687,3987
3141,3953,7071,5758,1742
600,3526,4037,2060,6613
1481,5585,1113,5269,4705
33,2408,3757,2971,6150
2138,6335,733,2753,4076
843,4244,25,2930,4206
4018,5646,2425,2307,3715
123,1993,1538,4072,5792
6104,5625,4618,5508,2314
1114,6049,5833,6984,7312
3549,6976,6955,609,1316
981,2829,6119,5167,6031
2391,7160,1017,6227,2392
3248,6482,589,4668,2572
1796,5168,7105,244,1888
2090,1001,5975,789,5091
4271,2190,4366,4766,594
5822,3044,2959,7330,5444
1435,7088,4550,7238,1652
4017,5258,5734,6412,3540
5820,7120,5603,3256,5862
4883,874,1027,3258,5440
1422,3338,1776,6316,2158
918,1532,6225,167,4806
4053,6448,6088,3679,2422
2906,5589,1862,2938,334
7383,1743,4079,4446,5087
4207,678,2257,1175,1140
24,2131,5170,6194,2252
2253,5187,2692,6931,3538
6467,130,4856,1670,7363
2203,1232,1866,3741,2046
4388,4144,2908,7226,3569
4265,3638,4046,4786,4639
5828,3068,3015,6522,7216
120,3868,2334,7103,5718
5686,7143,2390,4566,5282
825,1164,6920,4095,4500
743,2554,5707,3426,2862
5065,5383,7044,2094,2444
4514,810,5895,2598,3263
6254,472,2631,6319,2790
2210,4182,4276,985,4506
2193,759,979,4680,109
5078,2170,1853,2795,6897
5125,7074,387,2580,5983
5787,6268,425,3441,4757
35,826,928,2443,1197
4577,1795,6003,3289,155
3199,397,1370,2460,1159
3414,6802,4690,63,4993
668,5355,2052,5148,7301
504,4107,267,148,1957
3697,6657,2145,7056,5417
458,654,3404,1583,585
4060,5940,1520,6204,6555
492,131,4490,6397,7333
2786,4810,4209,6171,4001
2965,7214,6692,1863,2057
4788,1203,127,29,4235
5657,6781,7136,6866,2919
4149,3675,2430,3923,4887
5443,428,5697,2121,1305
2212,3178,1814,2778,1682
6247,2783,6681,4082,235
7184,608,6494,848,5153
3179,2468,7188,4723,6646
261,270,2573,5917,624
7097,114,4799,4988,4337
2368,878,5325,4543,1344
1069,761,3595,2610,7391
5309,2491,7029,3691,2163
2708,4259,4941,1363,2629
2148,4058,6510,2746,5373
3634,6901,3927,5576,913
1966,1713,2579,6810,1242
1458,4622,1274,1716,2268
5312,221,268,6325,2293
4811,1901,102,2304,2917
5263,6390,3696,5067,5746
1694,1571,5050,1350,803
5800,1329,7287,1030,4807
7327,3281,4587,2818,2686
2431,5590,4447,6616,4109
7329,3270,2986,5144,2423
4547,3367,2637,2365,7179
2517,6614,5261,6910,6130
4563,1231,2685,6542,5759
4949,3571,1073,6632,3273
1758,2404,1355,345,2195
3253,7406,6680,1314,2809
3048,4525,6224,5896,7448
139,4035,3296,1680,602
5449,4289,5952,2128,1008
967,5732,6070,7340,7439
4537,3267,1162,3642,436
1173,983,5505,2478,3806
1741,7295,3241,1954,1540
6142,1260,3290,7133,4794
5733,7078,914,5405,3342
5870,2961,1185,1364,7117
660,5343,7325,6790,463
5790,4611,4002,1603,2058
7187,2791,1386,6039,5115
3008,461,7265,3819,327
251,1825,2966,7180,3724
6900,6850,7182,7292,802
175,3433,7005,6911,6702
1627,4273,3852,1461,4347
388,6730,2465,1227,4216
136,4450,4397,7442,3941
6755,4242,1732,3823,5605
3366,593,1271,1285,437
2016,547,2318,4780,1081
562,2586,6707,2815,5593
3911,6475,5357,2153,4530
1181,2083,666,3517,2230
2469,4515,5602,3892,351
1693,880,4868,977,7387
1726,4478,2618,5052,311
2909,6424,5676,4430,4529
4978,3561,542,6359,3186
2804,1542,2982,898,3189
4655,6444,6440,5929,1115
1790,75,976,6284,7168
6043,2471,3939,3811,3424
7189,6671,4465,5313,7311
5748,4726,6121,326,2570
3847,479,2177,3343,3928
294,735,5099,4581,422
6732,2352,3733,5081,4981
5506,4123,1964,1554,6076
3305,7454,862,1859,6185
6156,5553,1126,1990,1015
1530,2339,4546,7349,1757
4228,7061,4313,6106,5863
4865,5394,527,7270,5040
5711,1384,3678,1170,1084
7464,5816,4357,6348,1428
4973,6338,581,7181,5955
1345,4549,2019,5827,3292
7205,405,1012,6137,1606
3586,1090,3736,455,6033
2213,6087,6014,2628,3034
3187,821,1407,2341,5766
541,4427,3851,5765,5966
1261,6215,5096,7026,5696
1700,196,5071,3818,6034
5135,5594,6934,6511,1463
4792,5127,4931,4008,385
3581,5581,6848,6697,583
509,1969,5249,6682,2863
6456,891,6737,698,5468
6108,5262,1349,5512,2768
7063,1991,5601,4956,4372
4161,3692,2984,3147,5745
6277,7201,2712,6571,1186
2998,3000,149,4717,4004
4719,4915,3428,7106,732
7252,6596,1049,1557,639
140,2880,2715,283,2969
6053,5638,2032,2488,1729
5875,565,3740,4116,1906
4599,3962,3596,6186,7386
5906,1455,2524,4458,3860
584,2255,4006,942,448
4262,6258,6832,3894,6647
5308,2544,1920,5861,442
4724,559,5517,1704,4744
1108,3269,2176,7109,4011
6862,549,676,917,2169
4739,3436,5772,2956,6382
3655,1014,635,6799,607
3368,1659,5667,2515,1484
3756,1698,6603,4445,4103
7174,4237,2565,7014,7070
4029,1896,1864,2229,3898
1498,69,4335,2308,1
6063,6422,5976,3722,4682
374,3307,3396,3228,1668
1163,6491,3420,5221,5098
1684,3387,6602,468,5240
4302,4796,1690,2644,3476
1869,5775,858,379,6626
1106,5729,3968,6798,3862
3673,4594,7290,3459,159
4946,1468,6576,5292,5661
1414,2853,6584,430,642
276,5402,637,832,3966
6337,6676,7169,1469,3132
4886,3524,948,3812,5788
3534,1506,6112,5694,6008
4974,2497,518,248,5029
7183,2075,5559,7334,4926
7266,667,5570,3214,7237
6090,536,727,3327,6552
3912,3790,4567,860,6022
6452,5362,2603,5358,4240
686,725,6481,328,6620
3871,5650,2855,1737,1411
1955,2738,5155,5210,6979
7460,1224,895,6383,6504
5834,104,2295,1404,44
2044,3992,783,1658,3947
4367,3645,1436,739,6420
6527,5621,2975,5977,5
1183,2884,5836,4025,2511
7313,2414,3206,3469,6415
418,6941,6191,81,4437
1060,5046,4861,6549,2384
3621,2757,1931,4625,5211
5639,4422,5039,1959,4395
1395,869,52,1984,5809
5346,1111,6879,6658,5337
3639,4630,2653,1987,1248
1230,7185,731,1044,7019
2407,571,2948,6731,3246
1401,3861,6249,1467,7043
997,4088,5432,6243,688
911,4365,4370,2936,1300
1408,5324,5789,6648,3727
2342,285,4873,4765,5230
2194,2405,2663,7350,3128
2771,689,3363,7122,2645
4565,599,4364,1504,3212
5636,5175,6072,2123,2088
5048,4138,7129,700,6928
6889,3531,4743,4260,7346
4803,1905,7175,4867,6896
2034,1781,3467,2022,1624
3040,2646,2651,1100,4219
4084,3827,3684,5653,4736
4635,6700,2205,875,4795
4701,1118,4317,4171,877
5842,4143,1471,1176,5189
3943,2903,3688,6073,4211
6713,3593,6328,5715,6843
3895,2181,5540,3648,7449
6214,4,1950,6568,4858
3284,3377,2105,4409,1527
3301,2894,3854,6463,4410
4435,7054,3131,5377,5252
2400,5692,6548,4882,872
4165,456,2935,5747,356
5869,1722,1701,4489,2972
7296,4934,2584,4891,338
6159,3931,4659,2285,926
2953,6575,1177,2070,4763
1945,6883,7008,3294,2725
2647,3855,5088,1524,4312
278,787,2245,3017,2555
3360,3122,7060,31,2254
4248,1660,1653,4829,496
6591,265,3890,6283,250
5063,4336,974,152,6278
1654,6459,3993,1771,3272
4303,6281,5493,7275,4831
6487,4805,7236,3168,2566
7098,450,1042,6217,4820
5972,6465,5216,3171,3501
5469,6570,5206,5584,2042
1908,1783,3833,5035,4637
2274,4164,1773,1893,3114
7288,342,6968,264,4824
6760,5001,6766,625,2794
403,6252,5886,5434,3809
6260,675,2590,5859,7446
348,1526,4562,7357,2348
1517,3515,3710,5818,3076
308,469,1430,836,5060
1999,3071,76,1832,3627
6551,991,7130,2723,6524
2047,3185,1031,200,2208
1887,5951,1323,6765,3295
1330,5121,2409,2364,3166
6117,1482,3763,1187,5685
866,1673,5680,481,2263
4108,1843,4369,6998,2822
4379,2758,5374,6195,7198
6460,2100,4118,633,5978
4246,687,3043,5329,2625
6291,2317,4571,4541,5083
2305,7108,1575,3583,4091
6471,897,6946,7331,3079
2581,4178,2261,579,5654
4326,1855,3864,1470,2357
1604,5420,4146,4015,4774
1225,5371,7407,3245,8
426,4124,5212,1378,3200
3837,2459,842,3051,1337
2997,473,6189,6162,6778
3499,5284,4847,3705,4488
7228,7260,847,3405,2902
3817,1595,1667,6036,4930
1885,1900,4363,3661,2719
2735,6430,6800,4439,7253
4918,2080,1662,1560,2535
4223,1666,3956,544,5462
4176,3432,7004,7380,5542
7276,6977,6673,2987,4067
7404,742,3011,7284,6635
5500,1925,1277,1544,6276
7132,5804,3576,357,4718
1396,1205,5970,5666,5892
1878,1765,1582,1120,4122
1621,5077,982,6654,798
6649,5622,5254,2183,401
2960,7243,3791,950,3413
1708,2957,5142,6645,1262
4761,2506,737,7239,3314
6693,7006,6738,2662,1432
4254,5839,7164,5186,5695
6303,3654,1739,6533,1019
1051,5366,5123,4487,3954
6837,4852,1587,5256,4420
4885,2988,6495,5644,1703
2711,219,2059,5749,493
2669,3329,936,587,2112
6017,3822,7368,2418,6396
6124,238,710,5456,5113
3597,2325,2027,5740,5531
236,6490,4100,4748,4032
4127,2198,376,6933,288
6987,1476,4236,3490,5492
1564,3323,4913,5431,939
705,1294,4034,677,2367
5460,884,5738,6218,5850
5222,645,1198,7452,454
6055,5670,5122,4590,6110
5250,2516,7269,2271,3457
1916,4280,2892,12,1996
3510,1006,6734,67,432
2699,2166,4224,5620,4574
5980,3843,5526,6607,6629
3765,5393,1646,3299,2065
5068,4989,3088,3919,5592
194,4553,4912,3866,3046
2382,4751,2559,4449,2607
5516,6434,745,206,2776
4775,6942,4917,3203,4078
5095,6723,5551,4428,6248
5545,4215,5900,2665,2172
3999,6416,3959,5582,1779
6545,2907,6026,3924,6782
6154,819,5395,4416,1937
3856,1353,1601,791,2470
7451,996,46,4190,6956
2270,2897,1046,228,7072
793,6789,2672,7393,3656
3434,5914,7289,4518,1324
5270,7011,6344,5224,3090
6806,5031,2852,3092,5056
5744,6147,3680,277,6808
1803,6729,7428,1341,5318
5647,3739,719,2372,3714
1822,1399,3910,6927,2992
7465,2532,4050,5364,6183
4779,74,6326,3885,5754
959,3775,1169,4832,5742
3544,5335,431,870,2369
4859,3509,3331,6716,7086
5808,1110,6394,5000,2867
3961,5741,3873,7389,5491
11,4166,3197,1550,353
846,1415,1393,7052,3255
2752,4356,4186,2837,6677
2175,5149,6597,1615,160
343,3984,2033,7415,441
3897,617,758,3401,2721
5871,2945,5855,5716,3135
5937,6188,6829,4612,528
4495,2110,4117,7119,7414
7324,2012,391,4597,1505
3528,900,4538,6492,4602
780,1375,2018,3328,6293
7225,1641,2744,1258,1994
2661,4344,6546,5854,6024
4747,199,4893,2840,6853
179,4524,6811,5359,3279
2730,4444,7113,5664,7319
6724,4399,3204,5291,4909
2463,7262,4664,4850,655
6023,1413,2117,6058,555
2215,1919,389,2836,2850
7423,4130,6858,201,6388
5722,4840,3001,933,2769
1011,6389,2227,3466,1104
774,2687,6922,3867,6583
4007,6443,1951,189,3735
5922,4339,45,6047,2562
1808,274,84,2510,2991
5649,920,2149,6823,5794
2093,1190,2877,1423,6203
2231,2861,435,5575,325
5611,4646,6096,3347,7124
817,3419,7416,2747,7461
640,751,4183,3521,2773
73,5651,5017,4332,5823
6015,3603,5214,6963,4354
7469,225,453,5558,121
5878,2279,5034,1589,2412
1507,6001,4843,1354,5253
2127,6219,949,6711,5347
4491,5051,6329,7320,2413
6126,5990,2045,2557,3177
2652,6517,3333,5904,5418
4657,3547,1598,5596,3208
1286,590,211,5797,3774
5648,1077,460,4706,5826
6351,3662,1202,6446,204
3484,3113,1306,5213,3133
5908,1510,3321,5907,1374
4901,3240,2358,5010,4479
3511,4916,1254,5131,1787
3915,5791,620,2761,6184
7157,2540,5288,540,1132
606,2575,6590,4212,4121
2865,6669,7091,7123,935
4813,1076,368,6884,362
6895,5503,1744,2808,3231
6820,215,92,7215,239
2146,4306,6892,1204,6535
4800,4125,4099,1636,5283
5883,767,937,3070,4204
4671,5663,3349,5893,2734
4982,3660,4825,5936,5597
2942,7314,588,3578,3886
4150,4568,2556,6619,1480
3713,3378,1798,1805,6586
6817,6145,6886,6232,6181
1397,6746,3277,7165,4307
7204,4131,4642,6168,6125
7047,815,5536,3276,6005
5555,3415,1800,4031,262
5987,2207,881,3690,7310
5320,5656,6486,5946,2525
2244,2439,5773,6222,3145
5783,5965,3005,3858,7096
4167,1584,2442,7012,4531
1813,3266,7163,4896,5486
4013,5455,5295,1249,2567
7146,3929,6163,5008,7085
1547,6267,5018,770,6042
5564,5781,7322,1858,3
3758,6038,947,1250,1874
6493,7373,4673,6694,3768
4945,6311,7171,2164,693
89,5463,5876,1218,2141
4403,6244,7036,1592,1683
1127,2649,3831,3681,7062
2868,7241,3693,312,5421
3916,2599,6414,3129,6477
281,2503,1160,2905,2432
3958,1655,4994,3704,3665
4667,2925,6822,5264,4139
1141,2124,7142,315,2472
4188,3794,1434,5799,4200
3142,7058,2161,2490,3181
216,4790,580,421,5845
999,605,3359,2931,4286
3594,5279,971,1719,3169
4041,1122,4459,2681,1983
3990,1226,2563,5474,60
2313,3936,1626,188,7010
2904,6756,4588,4895,3573
3310,2690,5543,7351,6994
5763,6410,5552,7212,6640
5521,671,5382,2226,5945
3729,242,709,5304,4340
83,3839,5856,2775,7462
4266,7028,3215,5881,3376
1025,4900,1968,1062,4114
4475,6007,6012,6169,358
370,6074,3555,6310,4191
2697,6839,4469,6754,2630
1836,4394,6809,1121,5903
3619,883,1489,4721,3209
395,3264,4194,3472,7318
5181,2156,1154,2316,5410
9,4884,4373,4716,7134
1098,2426,4582,563,1794
5953,3280,7400,5948,5534
4233,6668,4106,548,5147
1590,2864,3672,4846,6536
4226,3325,7207,5991,6302
3846,7385,4193,4330,4741
1086,1873,263,3365,797
1926,2415,572,1588,1514
1748,3160,4094,6952,1246
3824,2259,1500,3099,6305
6898,6538,2582,3781,243
680,5885,7259,672,4298
4321,1724,2799,2204,3507
610,5338,1867,5714,5891
7273,2878,4429,7150,5705
5847,3629,1613,3808,6610
6544,6966,1342,4897,951
6499,6961,256,4156,4650
3841,814,3121,3429,1257
7126,1007,892,2486,6170
5445,2749,4952,5072,2337
5920,5997,1068,5618,6875
3384,2344,652,715,7412
3570,223,3391,6385,1327
1247,3564,3188,5332,4517
1848,7399,3903,998,5435
4923,6945,4061,566,3397
6651,4274,3559,5165,4999
6937,5084,2819,1103,6272
6923,4928,5458,3742,1172
2154,5815,7476,4393,6529
3137,545,5923,7032,6637
2496,2480,4960,623,643
2977,4691,6594,1591,3230
1094,4560,5101,4519,5475
4570,2101,6029,1361,6520
1454,4616,4965,3464,4477
3635,4677,2434,4221,5671
3682,5674,1844,575,2632
5301,3201,3194,7151,16
3815,3180,4542,5433,6250
1450,1610,193,7104,3807
5974,1842,849,2549,838
3027,2056,1213,6720,6563
4877,2816,6794,7232,3663
4185,3607,4014,557,4523
5947,5257,2029,113,3963
4932,2596,631,4954,2946
5755,4381,2980,3089,944
2952,2522,4153,3952,3820
3567,5268,1133,4197,4433
5379,2221,1718,2664,986
4755,1899,3810,7303,4921
350,3033,4605,241,2552
6255,5562,1975,2678,3427
834,7397,3930,5807,7094
1895,7367,2147,3479,2030
3965,4845,271,231,3901
4009,2054,240,2297,5012
4554,777,7377,7285,7125
2440,5811,3336,3437,1383
3067,3375,166,6639,3096
1441,4104,6028,685,2281
3219,6339,3666,1518,3454
673,5137,7396,2589,6601
1037,1304,483,5467,1612
2875,7306,2095,658,5728
4092,4729,1352,2377,3157
6685,3685,4809,5843,6949
4770,2359,2120,3081,5272
3699,2039,6726,6164,954
4102,885,7002,1105,4195
1201,3224,471,128,4559
304,3488,3899,5146,2990
3934,191,4115,1486,1372
258,1206,6333,1112,4415
1751,1521,6505,7131,2322
2137,896,7138,6786,6474
4064,4470,2680,3687,6143
1439,2003,5097,4906,6289
809,7457,5569,4628,3262
7,5287,1150,4851,6704
2272,2250,7230,2200,3580
3623,7479,106,6054,192
972,4333,4385,6611,7444
300,1065,1840,3767,2157
4250,1433,4010,449,5477
889,6787,393,4828,2340
6964,1451,2733,6531,5810
1048,2241,3306,2232,4241
4145,934,1021,1978,5436
4704,6294,3362,6761,2275
4492,1755,1446,5544,4358
182,93,5730,4423,2026
4252,7249,1661,2533,3149
1445,2224,6261,2967,7409
925,1830,1196,1379,1490
5163,6872,1058,6943,1933
4496,6515,1810,7197,234
6870,5375,5070,853,2548
661,1974,6953,5846,2739
5107,4793,1491,4217,3233
3948,1280,3777,6091,6918
3676,1302,7077,3902,5066
4315,6453,5803,6608,1301
3826,5979,6437,3101,134
4023,5538,4969,3461,2008
3942,4579,4976,3268,6496
3694,653,2298,7398,5780
6686,6097,757,2290,1074
6173,5267,2188,6099,2736
4551,4159,1020,1677,1233
3073,903,2376,5996,1819
3300,612,2388,4688,1417
1835,3591,5509,3285,3330
1495,6401,5771,1171,3512
3447,619,6166,3493,4685
6165,6788,6455,5201,4463
6336,6749,2021,2321,5016
190,6343,320,4503,1444
2249,4818,3003,2265,1296
5659,3789,4526,1270,3486
6621,7048,5177,5461,2071
2550,6178,614,5658,4202
1145,4210,3026,3532,6148
3383,6528,5090,5453,1780
5514,222,5327,529,3850
2856,3751,3604,4585,2636
1052,2701,1981,4696,2239
5556,2064,6263,6816,2784
322,7417,1609,4052,6280
3213,4424,2199,3802,5259
7256,6712,2994,7378,2133
726,6391,4971,899,3134
4396,5160,929,5059,6739
3652,4878,4346,765,7337
6233,1165,766,247,3795
4020,5217,162,3771,3344
3612,3975,2489,4412,5688
6867,1785,3234,332,3117
2543,6199,1328,887,2493
2737,3102,1220,2050,2788
3539,1894,5925,4826,6674
5007,427,1657,3650,3106
5513,6010,1851,4375,3844
1850,6595,6380,2351,5172
2078,7435,2020,3009,3052
5561,6016,1380,6317,1910
2283,4985,1166,4771,630
6960,5967,5993,1264,7352
1492,2482,1536,1102,3944
4331,7264,2437,2191,1767
1816,4638,6179,4789,424
6768,5518,7472,6435,5916
760,3537,2921,6924,398
2417,6833,1377,641,404
7443,6907,1391,3917,5297
1649,2171,6238,3946,7220
