"SMILES","CYP450 modulation"
"O=C(CON1C(=O)C2=CC=CC=C2C1=O)C1=CC=CC=C1","Inhibitor"
"FC1=CC(=CC(F)=C1)C1=NC2=CN=C(OC3=CC=CC=C3)N=C2N(CCC#N)C1=O","Inhibitor"
"CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C","Noninhibitor"
"CC(C)C1=C(O)C=C(C)C(N\C=C2\C=CC=CC2=O)=C1","Inhibitor"
"CC(=O)NC1=CC=CC=C1C=C1C2=CC=CC=C2C2=CC=CC=C12","Inhibitor"
"COC1=C(OC)C(OC)=C2C(CC[C@@H](NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1","Noninhibitor"
"CC(C)C[C@@H](CC(=O)N[C@@H](CCC(O)=O)CC(O)=O)NC(=O)[C@@H]1CNCC[C@H]1NC(=O)C[C@H](CCCN)NC(=O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@@H]1CNCC[C@H]1N","Inhibitor"
"CC1=CC(C)=NC(NC(=O)COC2=CC=C(Cl)C=C2)=C1","Inhibitor"
"CN(C)CC1=NC(CN(C)C)=C(O)C=C1","Noninhibitor"
"OC(=O)[C@H]1C[C@@H](CP(O)(O)=O)CCN1","Inhibitor"
"COC1=CC=CC=C1CN1CC[C@]2(C1)CCCN(C2)S(C)(=O)=O","Noninhibitor"
"O=C1C2[C@H](N[C@H](C1[C@@H](N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1","Noninhibitor"
"CCC1=C2NC3=C(CCO[C@]3(CC)CC(O)=O)C2=CC=C1","Noninhibitor"
"COC1=CC(OC)=C(CNC2=NC=NC3=C2C=C(C=C3)C2=CC(OC)=CC=C2)C=C1","Inhibitor"
"N[C@@H](CC1=CC=CC=C1)P(O)(O)=O","Noninhibitor"
"CCCC[C@@H]1C[C@H]1C(NC(=O)C1=CC=CO1)C1=CC=CC=C1C(F)(F)F","Inhibitor"
"C[N+]12CCC(CC1)[C@H](C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","Noninhibitor"
"COC(=O)[C@@]1(CC2=CC=C(F)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CCF)C(=O)N(C)C","Noninhibitor"
"OC(=O)CP(O)(O)=O","Noninhibitor"
"C1N(CC11CCNCC1)C1=CC=CC=C1","Noninhibitor"
"CC1=C(C(C)=NO1)C1=CC2=C(C=C1)N=CN=C2N1CCOCC1","Inhibitor"
"OC1=CC=CC=C1C1=CC(=O)C2=C(O1)C(O)=C(O)C=C2","Inhibitor"
"C[N+](C)(CCC(=O)CC[N+](C)(C)C1=CC=C(CC=C)C=C1)C1=CC=C(CC=C)C=C1","Inhibitor"
"CC1N(CC(O)(CC11CC1)C1=CC=CC=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1","Noninhibitor"
"ClC1=CC=CC(OC2=NC=C3N=C(C(=O)N(C4CC4)C3=N2)C2=CC=CC=C2)=C1","Inhibitor"
"NS(=O)(=O)C1=CC=C(NNC2=NC3=NC=NC(=S)C3=N2)C=C1","Inhibitor"
"FC1=CC=CC(=C1)C(=O)N1CCC2(CCN(CC2)C(=O)NC2=CC=CC(=C2)C#N)CC1","Noninhibitor"
"CCCC\C=C\C(NC(=O)C1=CC=CO1)C1=CC=CC=C1","Inhibitor"
"CC(C)(C)CN1N=C(C2=C(N)N=CN=C12)C1=CC=C(Cl)C=C1","Inhibitor"
"CN1CC[C@@]23[C@@H]4NC5=CC=CC=C5[C@@]2(CCN4C)[C@H]1NC1=CC=CC=C31","Noninhibitor"
"CC1=CC(N)=C2C=C(NC(=O)NC3=CC4=C(N)C=C(C)N=C4C=C3)C=CC2=N1","Noninhibitor"
"FC1=CC=C(CN2C(=O)C(=NC3=CN=CN=C23)C2=CC=C(Cl)C=C2)C=C1","Inhibitor"
"N#CC1=CC=CC=C1C1=CC2=C(C=C1)N=CN=C2N1CCNCC1","Inhibitor"
"ClC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCCC22CCCCC2)C=C1","Noninhibitor"
"CC(C)(CC1=CNC2=C1C=C(Cl)C=C2)NCCOC1=CC=CC=C1OCC1CC1","Inhibitor"
"COC(=O)[C@@]1(CC2=CC=C(OC)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CC1=CC(F)=CC2=C1OCOC2)C(=O)N1CCCC1","Noninhibitor"
"COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1","Noninhibitor"
"CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@]3(O)CC(CO)=C[C@H]2[C@H]2C(C)(C)[C@@]12OC(C)=O","Noninhibitor"
"OS(=O)(=O)C1=CC=C(O1)C1=C(N=C(N=N1)C1=CC=CC=N1)C1=CC=C(O1)S(O)(=O)=O","Noninhibitor"
"O[C@@H](CC1=CC=CC=N1)C(O)=O","Noninhibitor"
"COC1=CC=CC(=C1)C1=CC2=C(C=C1)N=CN=C2NCC1=CC=CC=C1","Inhibitor"
"COC(=O)[C@@]1(CC2=CC=C(F)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1)C(=O)N(C)C","Inhibitor"
"C[N+](C)(N)CCC[N+](C)(C)N","Noninhibitor"
"C[N+](C)(C)[C@@H](C1=CCCC1=O)C1=CC=CC=C1","Inhibitor"
"O=C(N1CCC[C@@]2(CCN(CC3=CC=CC=C3)C2)C1)C1=NC=CN=C1","Noninhibitor"
"CCC1=C(C[C@H]2NCCC3=CC(OC)=C(OC)C=C23)C[C@@H]2N(CCC3=CC=CC=C23)C1","Noninhibitor"
"NC1(CC1)C(O)=O","Noninhibitor"
"CCCC[C@@H]1C[C@H]1C(NC(=O)C1=CC=C(C=C1)C(F)(F)F)C1=CC=C(C=C1)C(=O)OC","Inhibitor"
"CN1CCC2=CC(Cl)=C(O)C=C2[C@@H](C1)C1=CC=CC=C1","Inhibitor"
"CCC\C=C(/CCC)C(NC(=O)C1=CC=CS1)C1=CC=C(C=C1)C(F)(F)F","Inhibitor"
"COC1=CC=CC(=C1)C1=NC=CC(NCC2=CC=CC=C2)=N1","Inhibitor"
"CN(C)C(=O)C1=CC=C(C=C1)C1=NC=CC(NCC2=CC=CS2)=N1","Inhibitor"
"ClC1=C(Cl)C=C(CSCCC2=CC=NC=C2)C=C1","Inhibitor"
"COCCN1C(=O)C(=NC2=CN=C(N=C12)N1CCOCC1)C1=CC=C(OC)C=C1","Inhibitor"
"NC(=O)NC1=C(O)C(I)=CC(=C1)[As](O)(O)=O","Noninhibitor"
"O=C(NC1=CC=CC=C1)N1CC2(C1)CCN(CC2)C(=O)C1=CC=CO1","Noninhibitor"
"CC1=CC=CC=C1C1=CC2=C(C=C1)N=CN=C2NCC1=CC=CS1","Inhibitor"
"CN(C)C1=NC=C2N=C(C3=CC=CC=C3)C(=O)N(CC3=CC=C(F)C=C3)C2=N1","Inhibitor"
"COC(=O)[C@@]1(CC2=CC=C(OC)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CC1=CC(=C(Cl)C=C1)C(F)(F)F)C(=O)N1CCCC1","Inhibitor"
"C[C@H](CO)NC(=O)[C@@H]1C[C@H]1[C@@H](NP(=O)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1","Noninhibitor"
"CCN(CC)C(=O)N[C@@H]1CN(C)[C@H]2CC3=CNC4=CC=CC(=C34)C2=C1","Inhibitor"
"CN(C)C(=O)C1=CC=C(C=C1)C1=NC2=CC=CC=C2C(=N1)N(C)C","Inhibitor"
"COC1=CC=C(C=C1)C(=O)N1CCC2(CCCN(C2)C(=O)NC2=CC=CC(=C2)C#N)CC1","Inhibitor"
"NC1=C2N=CN([C@H]3O[C@@H](CO)[C@@H](O)[C@H]3N=[N+]=[N-])C2=NC=N1","Noninhibitor"
"CS(=O)(=O)N1CCC2(CCCN(CC3=CC=CC=C3)C2)CC1","Noninhibitor"
"FC1=CC=CC(=C1)C(=O)N1CCC2(CCCN(CC3=CC=CC=C3)C2)CC1","Noninhibitor"
"CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC","Inhibitor"
"CC1=C(C(=O)C2=CC=CC3=CC=CC=C23)C2=C3N1[C@H](CN1CCOCC1)COC3=CC=C2","Noninhibitor"
"OC(=O)C1=CC=CC=C1C1=C2C=C(Br)C(=O)C=C2OC2=C([Hg])C(O)=C(Br)C=C12","Inhibitor"
"COC1=CC=CC(=C1)C1=NC2=CC=CC=C2C(NCCNC(C)=O)=N1","Inhibitor"
"CN(C)CCN1N=NN=C1SCC1=C(N2[C@@H](SC1)[C@H](NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O","Noninhibitor"
"CC1=NC2=CN=C(NC3=CC=CC=C3)N=C2N(C[C@H]2CCCO2)C1=O","Inhibitor"
"CCCC[C@@H]1C[C@H]1C(NC(=O)C1=CC=CC=C1)C1=CC=CC=C1C(F)(F)F","Inhibitor"
"COC1=C(OC)C=C2[C@@H](CN(C)CCC2=C1)C1=CC=CC=C1","Noninhibitor"
"FC1=CC=C(CN2C(=O)C(=NC3=CN=CN=C23)C2=CC(Cl)=CC=C2)C=C1","Inhibitor"
"CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@H](O)CC(O)=O","Noninhibitor"
"COC1=CC2=C(CC[C@H]3[C@@](C)(CO)CCC[C@@]23C)C=C1","Inhibitor"
"SC(=S)N1CCCC1","Inhibitor"
"OC(=O)[C@H]1[C@H]2O[C@@H](C=C2)[C@@H]1C(=O)NC1=NC=CC=N1","Noninhibitor"
"OCCSCC1=CC=CC=C1","Noninhibitor"
"NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O","Noninhibitor"
"COCCN1C(=O)C(CCC2=CC=CC=C2)=NC2=CN=C(OC3=CC=C(OC)C=C3)N=C12","Inhibitor"
"FC(F)(F)C1=CC(=CC(=C1)C(=O)N1CCC2(CCCN(C2)C(=O)NC2=CC=CC=C2)CC1)C(F)(F)F","Inhibitor"
"COC1=CC=CC(=C1)C1=CN=CN=C1NCCN1CCOCC1","Inhibitor"
"CC1=C2CN3C(=CC=CC3=O)C2=NC2=CC=CC=C12","Inhibitor"
"CC[C@H]1[C@@H]2C[C@@H]3[C@@H]4N(C)C5=CC=CC=C5[C@@]44C[C@@H]([C@H]2[C@@H]4O)N3[C@@H]1O","Noninhibitor"
"BrC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C(Br)C=C1","Noninhibitor"
"CC(C)C\N=C(/N)N=C(N)N","Noninhibitor"
"COC1=CC=CC(CN2C(=O)C(=NC3=CN=C(OC)N=C23)C2=CC=CC(=C2)C#N)=C1","Inhibitor"
"COC1=CC2=C(C[C@@H]3NCC[C@]22CCCC[C@H]32)C=C1","Noninhibitor"
"CCCC[P+](CCCC)(CCCC)CC1=CC=C(NC(=O)[C@@H](CC2=CC3=CC=CC=C3C=C2)N\C(NC2CCCCC2)=N\C2CCCCC2)C=C1","Inhibitor"
"OC[C@@H]1NC[C@@H](O)[C@H]1O","Noninhibitor"
"OC(=O)C(\O)=C(\C#N)C1=CC=C(C=C1)C1=CC=CC2=CC=CC=C12","Inhibitor"
"COC(=O)[C@@]1(CC2=CC=CC=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CC1=C(Br)SC=C1)C(=O)N1CCCC1","Noninhibitor"
"NCCC1=CNC2=C1C=C(O)C=C2","Inhibitor"
"C[C@@H]([C@H](N1CCOCC1)C1=CC=CC=C1)C(=O)C1=CC=CC=C1","Noninhibitor"
"OS(=O)(=O)C1=CC2=C(C=C1)C=C(N\N=C1/C=C(C3=C(N=CC=C3)C1=O)S(O)(=O)=O)C=C2","Noninhibitor"
"COC1=CC2=C(NC=C2CCNC2=NC(=NC3=CC=CC=C23)C2=CC(OC)=CC=C2)C=C1","Inhibitor"
"CN1CCN(CC1)C1=NC=C2N=C(C3=CC=CS3)C(=O)N(C3=CC=CC=C3)C2=N1","Inhibitor"
"FC1=CC=CC(=C1)C(=O)N1CCC2(CCCN(C2)C2=CC=CC(=C2)C2=CC=CC=C2)CC1","Inhibitor"
"C[C@@]1(CC2=CC(OCC(O)=O)=C(Cl)C(Cl)=C2C1=O)C1CCCC1","Noninhibitor"
"COC1=CC=C(OC2=NC=C3N=C(CCC4=CC=CC=C4)C(=O)N(C4CC4)C3=N2)C=C1","Inhibitor"
"CCS(=O)(=O)NC1=CC=CC(=C1)C(C1=CN=CN1)=C1CCCCC1","Inhibitor"
"CC1=NC2=CN=CN=C2N(CC2=CC=CC=C2Cl)C1=O","Inhibitor"
"O=C(N1CCC2(CN(CC3=CC=CC=C3)C2)CC1)C1=CC=NC=C1","Noninhibitor"
"C[C@]12CC[C@@H]3[C@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@H]1CC[C@@]2(O)C#C","Inhibitor"
"O=S(=O)(N1CCC2(CCN(CC3=CC=NC=C3)CC2)CC1)C1=CC=CC=C1","Noninhibitor"
"COC1=CC=C(C[C@H](N)C(=O)N[C@H]2[C@@H](CO)O[C@H]([C@H]2O)N2C=NC3=C2N=CN=C3N(C)C)C=C1","Noninhibitor"
"CN(C)C1=NC=C2N=C(C3=CC=CC=C3)C(=O)N(C3=CC=CC=C3)C2=N1","Inhibitor"
"CC(=O)[C@@H]1CC[C@@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C","Noninhibitor"
"C[C@@H]1C(=O)O[C@@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]33[C@@H](O)C(=O)O[C@H]3O[C@]4(C(=O)O5)[C@@]12O","Noninhibitor"
"COC1=CC=C(C[C@H]2N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]3CC4=CC(OC5=CC=C(C=C5)[C@@H](O)[C@H](N(C)C(=O)[C@@H](C)NC2=O)C(=O)N3C)=C(O)C=C4)C=C1","Noninhibitor"
"CN(C)C1=CC=C(C=C1)C1=CC(NCC2=CC=CC=C2)=NC=N1","Inhibitor"
"CN(C)C(=O)C1=CC=C(C=C1)C1=CN=CN=C1NCC1=CN=CC=C1","Inhibitor"
"N[C@H](CC1=CC=CC=C1)C1=NNN=N1","Inhibitor"
"COCC(=O)N1CCC2(CN(CC3=CC=CC=C3OC)C2)CC1","Noninhibitor"
"COCCN1C(=O)C(=NC2=CN=C(OCC3=CC=CC=C3)N=C12)C1=CC=CC=C1","Inhibitor"
"OC(=O)CC[C@]1(NC(=O)NC1=O)C1=CC=CC=C1","Noninhibitor"
"NC1=C2N=C3C=CC=CC3=NC2=NN1","Inhibitor"
"CCC[C@H](SC1=NC(N)=NC2=C1NC=N2)C(O)=O","Noninhibitor"
"N[C@@H](CC1=CN=NC=C1)C(O)=O","Noninhibitor"
"OC1=C(O)C=C2[C@@H](CN(CC=C)CCC2=C1)C1=CC=CC=C1","Noninhibitor"
"CC1=C(C(C)=NO1)C1=CC2=C(C=C1)N=CN=C2NCC1=CC=CS1","Inhibitor"
"BrC1=CC2=C(OCC3=NOC(=O)N23)C=C1","Inhibitor"
"CN1[C@H]2CC[C@@H]1CC(O)C2","Noninhibitor"
"CN1C=CC=C1C(=O)N1CCC[C@@]2(CCN(CC3=NC=CS3)C2)C1","Noninhibitor"
"O=C1N(C2=CC=CC=C2)C2=NC=NC=C2N=C1C1=CC=CS1","Inhibitor"
"CCN1C=CN=C1C[C@@H]1COC2=CC=CC=C2O1","Inhibitor"
"COC1=CC=C(OC2=NC=C3N=C(C(=O)N(C)C3=N2)C2=CC(F)=CC(F)=C2)C=C1","Inhibitor"
"CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F","Inhibitor"
"S=C(CSC1=CC=CC=C1)NC1=CC=CC2=CC=CC=C12","Inhibitor"
"C(C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","Noninhibitor"
"OCCNC(C#N)=C1C(=O)C2=CC=CC=C2C1=O","Inhibitor"
"CN1C=CC=C1C(=O)N1CCC2(CC1)CCN(CC2)C1=CC=C(C=C1)C1=CC=CC=C1","Inhibitor"
"C[C@@]12CC[C@@H]3[C@H](CCC4=CC(=O)CC[C@@]34C)[C@@H]1CC[C@@H]2C(=O)COS(=O)(=O)C1=CC=C(Br)C=C1","Noninhibitor"
"CCCC\C=C\C(NC(=O)C1=CC=C(C=C1)C(=O)OC)C1=CC=CC=C1","Inhibitor"
"C(CN1CCOCC1)NC1=NC(=NC2=CC=CC=C12)C1=CN=CC=C1","Inhibitor"
"[H]OC1=C([H])C(O[H])=C2C(=O)C(O[H])=C(OC2=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H]","Inhibitor"
"CC(C)C1=CC=C(CN2C=CC3=C2C=CC2=C3C(N)=NC(NC3CC3)=N2)C=C1","Inhibitor"
"FC(F)(F)C1=CC(=CC(CN2CCC3(CC2)CCN(CC3)C(=O)C2=CC=CO2)=C1)C(F)(F)F","Noninhibitor"
"COCC(=O)N1CCC2(CCN(CC3=NC=CS3)CC2)CC1","Noninhibitor"
"O=C1C=NC2=CN=C(N=C2N1CCC1=CC=CC=C1)N1CCNCC1","Inhibitor"
"OC1=CC2=C(C=C1)C1(OC(=O)C3=C(C4=CC=CC=C4)C(C4=CC=CC=C4)=C(C4=CC=CC=C4)C(=C13)C1=CC=CC=C1)C1=C(O2)C=C(O)C=C1","Noninhibitor"
"C(C1=CC=CC=C1)[N+]1=CC=CC(=C1)C1=CC2=CC=CC=C2N1","Inhibitor"
"C[C@@H]1OC2=C(O1)C=C(C=C2)C(=O)C[C@@H](C(O)=O)C1=CC2=C(OCO2)C=C1","Inhibitor"
"C[C@H]([C@H]1C[C@]1(C)[C@H](NC(=O)OCC1=CC=CC=C1)C1=CC=CC=C1)C(=O)NCC1=CC=CC=C1","Noninhibitor"
"CN1CCN(CC1)C1=NC=NC2=C1C=C(C=C2)C1=C(C)ON=C1C","Inhibitor"
"ClC1=NC=CN=C1","Noninhibitor"
"OC1=C(O)C=C(C=C1)C1=CSC(N\C=C2/C(=O)OC3=CC=CC=C3C2=O)=N1","Inhibitor"
"C1CN(CC2(C1)CCNCC2)C1=NC=CC=N1","Inhibitor"
"O=C1N(C2CC2)C2=NC(OC3=CC=CC=C3)=NC=C2N=C1C1=CC=CS1","Inhibitor"
"OC1=C(CC2=C(NC(=S)NC2=O)C2=CC=CC=C2)C2=CC=CC=C2C=C1","Inhibitor"
"C[C@H]1C[C@@H](C)CN(C1)S(=O)(=O)C1=CC(Cl)=C(OC2=C(Cl)C=C(C=C2)[N+]([O-])=O)C(Cl)=C1","Noninhibitor"
"NP(N)(=O)NC(=O)C1=CC=C(F)C=C1","Noninhibitor"
"COCCN1C(=O)C(=NC2=CN=C(OC3=CC(Cl)=CC=C3)N=C12)C1=CN(C)C2=CC=CC=C12","Inhibitor"
"NC(N)=NN\C=C1\C=CC(=O)C(=C1)C(O)=O","Noninhibitor"
"COC1=CC=CC(=C1)C1=CC(NCC2=CC=CC=C2)=NC=N1","Inhibitor"
"COC1=CC=CC(=C1)C1=NC=CC(NCC2=CC=CC(C)=C2)=N1","Inhibitor"
"COC1=CC=CC=C1CNC1=NC(=NC=C1)C1=CC2=C(OCO2)C=C1","Inhibitor"
"COC1=CC=CC(NC2=NC=C3N=C(C(=O)N(C[C@H]4CCCO4)C3=N2)C2=CC(F)=CC(F)=C2)=C1","Inhibitor"
"FC(F)(F)C1=CC(=CC(=C1)C(=O)N1CCC2(CCN(CC3=CC=CC=C3)CC2)CC1)C(F)(F)F","Noninhibitor"
"CC1=NN=C2C=CC(=NN12)C1=CC(=CC=C1)C(F)(F)F","Inhibitor"
"NCCC[C@@H](N)C(O)=O","Noninhibitor"
"COC1=CC=C(C=C1)C(=O)N1CCC2(CCN(CC3=CC=C(C=C3)C#N)CC2)CC1","Inhibitor"
"CN(C)C1=CC=C(C=C1)C1=NC2=CC=CC=C2C(NCC2=NC=C(C)N=C2)=N1","Inhibitor"
"CN1C(=O)C(C)=NC2=CN=C(OCC3=CC=CC=C3)N=C12","Inhibitor"
"CN1C2=C(NC(SCCCC3=CC=CC=C3)=N2)C(=S)N(C)C1=O","Inhibitor"
"CCOC(=O)[C@H]1[C@H](O)C[C@H]2[C@H]1C1=CC=CC=C1C1=CC=CC=C21","Inhibitor"
"COC1=CC(OC)=C(CNC2=NC(=NC3=CC=CC=C23)C2=CC=CC=C2CN(C)C)C=C1","Inhibitor"
"CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O","Noninhibitor"
"CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3[C@H](CC4=CNC5=CC=CC3=C45)N(C)C2)O[C@@]2(O)[C@H]3CCCN3C(=O)[C@@H](CC3=CC=CC=C3)N2C1=O","Noninhibitor"
"CN1[C@H]2CC[C@@H]1CC(C2)NC(=O)C1=NN(C)C2=CC=CC=C12","Noninhibitor"
"COC1=CC=C(OC2=NC=C3N=C(C)C(=O)N(C4CC4)C3=N2)C=C1","Inhibitor"
"CCCC[C@H]1CC1[C@@H]1N(C[C@](O)(CC11CC1)C1=CC=CC=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1","Noninhibitor"
"COC1=NC=C2N=C(C(=O)N(C[C@H]3CCCO3)C2=N1)C1=CC=CC=C1","Inhibitor"
"C[C@H]1CC[C@@H]2[C@@H](C)C(=O)O[C@H]3O[C@@]4(C)CC[C@H]1[C@]23OO4","Inhibitor"
"N[C@H](C(O)=O)C1=CC(O)=C(C=C1)C(O)=O","Noninhibitor"
"OC[C@@H]1O[C@H]([C@@H](O)[C@H]1O)N1C=NC2=C(NC3CCCCC3)N=CN=C12","Noninhibitor"
"COC(=O)N1CCC2(CN(C2)C2=CC=CC=C2)CC1","Noninhibitor"
"COC1=C(O)C=CC2=C1CN1CCC3=CC4=C(OCO4)C=C3[C@@H]1C2","Inhibitor"
"NC1=C2C(=NC=N1)N(C=C2C1=CC=C(OC2=CC=CC=C2)C=C1)C1CCCC1","Inhibitor"
"OC(=O)[C@@H]1C[C@H]1[C@@H](NC(=O)OCC1=CC=CC=C1)C1=CC=CC=C1","Inhibitor"
"CCN[C@@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O","Noninhibitor"
"CN(C)C1=CC=C(C=C1)C1=NC2=CC=CC=C2C(NC2CCNCC2)=N1","Inhibitor"
"N[C@H](CN1C=C(I)C(=O)NC1=O)C(O)=O","Noninhibitor"
"CC1=C(N(NC1=C1C=CC(=O)C=C1)C1=CC=C(O)C=C1)C1=CC=C(OCCN2CCCCC2)C=C1","Inhibitor"
"NC1=NC2=NN(N=C2C(N)=N1)C1=CC=C(C=C1)C(O)=O","Noninhibitor"
"CCNC1=NC=C2N=C(CCC3=CC=CC=C3)C(=O)N(C3=CC=C(OC)C=C3)C2=N1","Inhibitor"
"CN1C(=O)C(C)=NC2=CN=C(N=C12)N1CCNCC1","Inhibitor"
"COC1=CC=C(OC2=NC=C3N=C(C(=O)N(C[C@H]4CCCO4)C3=N2)C2=CC=C(F)C=C2)C=C1","Inhibitor"
"NC1=NCCCC1","Noninhibitor"
"CO[C@@]1(NC(=O)CC2=CC=CS2)[C@@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O","Noninhibitor"
"CC1=CC=CC=C1C1=CC2=C(C=C1)N=CN=C2N1CCOCC1","Inhibitor"
"CN1\C(=C(/O)NC2=CC=CC=N2)C(=O)C2=C(C=CS2)S1(=O)=O","Noninhibitor"
"O=C1N(CCC2=CC=CC=C2)C2=NC(=NC=C2N=C1CCC1=CC=CC=C1)N1CCNCC1","Inhibitor"
"CC[C@@H]1CN2CCC3=CC(OC)=C(OC)C=C3[C@H]2C[C@@H]1C[C@@H]1NCCC2=CC(OC)=C(OC)C=C12","Noninhibitor"
"COC(=O)N1CCC2(CCCN(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C2)CC1","Noninhibitor"
"NC1=C2NC(=NC2=NC=N1)N1CCN(CCO)CC1","Noninhibitor"
"CN1C=NC(CCN)=C1","Noninhibitor"
"CN1N=CC2=C(NCCC3=CC=CC=C3)N=C(Cl)N=C12","Inhibitor"
"NC1=NC(CC2=CC=CC=C2)=NC(CC2=CC=CC=C2)=C1C1=CC=CC=C1","Inhibitor"
"COC1=NC=C2N=C(C(=O)N(CCC3=CC=CC=C3)C2=N1)C1=CC=C(F)C=C1","Inhibitor"
"C[N+]1(C)CCC2=CC3=C(OCO3)C=C2[C@@H]1C1OC(=O)C2=C1C=CC1=C2OCO1","Noninhibitor"
"COC1=CC(OC)=C(CNC2=NC=NC(=C2)C2=CC=CC=C2CN(C)C)C=C1","Inhibitor"
"CC(C)(C)C1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1","Inhibitor"
"COC(=O)C1=CCCN(C)C1","Noninhibitor"
"FC(F)(F)C1=CC=CC=C1C1=CC(NCC2=CN=CC=C2)=NC=N1","Inhibitor"
"C\C(NC1CCCCC1)=C1\C=CC=CC1=O","Noninhibitor"
"CNC1=NC(=NC2=CC=CC=C12)C1=CC=CC=C1OC","Inhibitor"
"COC1=CC=CC=C1N1CCNCC1","Noninhibitor"
"CC1=NC(=O)C(CC2=CC=CC=C2O)=C(N1)C1=CC=CC=C1","Inhibitor"
"CN1C2=CC=CC=C2C(=O)C=C1C1=CC2=C(OCO2)C=C1","Inhibitor"
"COC1=CC=C(NC(=O)N2CC[C@]3(C2)CCCN(C3)C(=O)C2=CC=CO2)C=C1","Noninhibitor"
"CC(C)CN1CC[C@]2(C1)CCCN(C2)C(=O)C1=CC(F)=CC=C1","Noninhibitor"
"COC(=O)[C@@]1(CC2=CC=C(F)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CC1=C(F)C(F)=C(C)C=C1)C(=O)N1CCCC1","Noninhibitor"
"COC(=O)[C@@]1(CC2=CC=C(F)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CCC1=CC(Br)=C(OC)C=C1)C(=O)N(C)C","Inhibitor"
"CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12","Inhibitor"
"NC1=NC(NCCO)=CC(Cl)=N1","Noninhibitor"
"C[C@H](NCCN(C)C)[C@@H]1CC[C@@H]2[C@H]3CCC4=C(C=CC(O)=C4)[C@H]3CC[C@@]12C","Noninhibitor"
"CSCC[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(C)=O)C=O","Noninhibitor"
"CC[C@](N)(CCC(O)=O)C(O)=O","Inhibitor"
"CN1CCN(CC1)C1=NC(=NC2=CC=CC=C12)C1=C(C)ON=C1C","Inhibitor"
"COC1=CC=CC=C1CNCCCCCCNCCCCCCCCNCCCCCCNCC1=CC=CC=C1OC","Noninhibitor"
"CN([C@@H]1CC[C@@]2(CCCO2)C[C@H]1N1CCCC1)C(=O)CC1=CC=CC=C1","Noninhibitor"
